Id,Predicted
641,neutral
642,surprise
643,neutral
644,sadness
645,neutral
646,neutral
647,joy
648,neutral
649,sadness
650,neutral
651,neutral
652,neutral
653,neutral
654,joy
655,sadness
656,neutral
657,neutral
658,joy
659,joy
660,neutral
661,joy
662,anger
663,neutral
664,joy
665,neutral
666,joy
667,neutral
668,neutral
669,surprise
670,surprise
671,joy
672,neutral
673,neutral
674,surprise
675,neutral
676,anger
677,neutral
678,neutral
679,neutral
680,surprise
681,joy
682,neutral
683,neutral
684,joy
685,surprise
686,joy
687,sadness
688,neutral
689,neutral
690,neutral
691,neutral
692,anger
693,neutral
694,neutral
695,neutral
696,neutral
697,neutral
698,surprise
699,neutral
700,neutral
701,neutral
702,joy
703,neutral
704,neutral
705,neutral
706,neutral
707,neutral
708,neutral
709,sadness
710,neutral
711,joy
712,neutral
713,neutral
714,joy
715,joy
716,neutral
717,neutral
718,neutral
719,neutral
720,neutral
721,joy
722,neutral
723,neutral
724,surprise
725,surprise
726,surprise
727,surprise
728,surprise
729,neutral
730,neutral
731,neutral
732,neutral
733,sadness
734,neutral
735,neutral
736,neutral
737,neutral
738,neutral
739,joy
740,neutral
741,neutral
742,neutral
743,joy
744,joy
745,neutral
746,joy
747,neutral
748,surprise
749,neutral
750,neutral
751,anger
752,neutral
753,joy
754,sadness
755,neutral
756,neutral
757,neutral
758,neutral
759,anger
760,neutral
761,joy
762,neutral
763,neutral
764,neutral
765,neutral
766,neutral
767,neutral
768,neutral
769,joy
770,neutral
771,neutral
772,neutral
773,neutral
774,neutral
775,sadness
776,neutral
777,anger
778,neutral
779,sadness
780,neutral
781,joy
782,neutral
783,neutral
784,neutral
785,joy
786,anger
787,surprise
788,anger
789,neutral
790,neutral
791,neutral
792,joy
793,neutral
794,neutral
795,anger
796,joy
797,neutral
798,surprise
799,joy
800,neutral
801,joy
802,sadness
803,anger
804,neutral
805,joy
806,neutral
807,neutral
808,joy
809,neutral
810,neutral
811,neutral
812,sadness
813,neutral
814,neutral
815,neutral
816,neutral
817,neutral
818,neutral
819,neutral
820,neutral
821,neutral
822,anger
823,neutral
824,joy
825,neutral
826,neutral
827,neutral
828,joy
829,joy
830,joy
831,neutral
832,surprise
833,neutral
834,neutral
835,sadness
836,sadness
837,sadness
838,neutral
839,neutral
840,neutral
841,neutral
842,sadness
843,joy
844,neutral
845,neutral
846,anger
847,surprise
848,neutral
849,neutral
850,joy
851,joy
852,neutral
853,neutral
854,neutral
855,joy
856,joy
857,neutral
858,joy
859,neutral
860,neutral
861,neutral
862,neutral
863,neutral
864,anger
865,anger
866,neutral
867,neutral
868,neutral
869,neutral
870,neutral
871,neutral
872,neutral
873,surprise
874,neutral
875,neutral
876,neutral
877,neutral
878,neutral
879,neutral
880,sadness
881,surprise
882,neutral
883,joy
884,neutral
885,neutral
886,neutral
887,joy
888,neutral
889,neutral
890,neutral
891,joy
892,joy
893,neutral
894,neutral
895,surprise
896,joy
897,neutral
898,neutral
899,neutral
900,neutral
901,neutral
902,joy
903,joy
904,joy
905,surprise
906,anger
907,surprise
908,sadness
909,neutral
910,neutral
911,neutral
912,joy
913,anger
914,joy
915,neutral
916,joy
917,surprise
918,surprise
919,surprise
920,neutral
921,surprise
922,anger
923,surprise
924,anger
925,neutral
926,anger
927,anger
928,neutral
929,neutral
930,neutral
931,joy
932,joy
933,neutral
934,joy
935,anger
936,joy
937,joy
938,neutral
939,surprise
940,neutral
941,sadness
942,neutral
943,anger
944,neutral
945,neutral
946,neutral
947,neutral
948,neutral
949,anger
950,neutral
951,anger
952,surprise
953,surprise
954,neutral
955,neutral
956,neutral
957,neutral
958,sadness
959,neutral
960,neutral
961,neutral
962,neutral
963,joy
964,neutral
965,neutral
966,surprise
967,surprise
968,surprise
969,joy
970,joy
971,anger
972,neutral
973,neutral
974,neutral
975,neutral
976,neutral
977,neutral
978,neutral
979,neutral
980,neutral
981,neutral
982,neutral
983,neutral
984,neutral
985,neutral
986,neutral
987,neutral
988,neutral
989,neutral
990,neutral
991,joy
992,neutral
993,neutral
994,joy
995,neutral
996,neutral
997,surprise
998,neutral
999,neutral
1000,neutral
1001,neutral
1002,neutral
1003,neutral
1004,joy
1005,neutral
1006,neutral
1007,neutral
1008,surprise
1009,neutral
1010,neutral
1011,joy
1012,neutral
1013,neutral
1014,neutral
1015,joy
1016,sadness
1017,neutral
1018,neutral
1019,joy
1020,joy
1021,neutral
1022,neutral
1023,neutral
1024,neutral
1025,neutral
1026,neutral
1027,neutral
1028,neutral
1029,joy
1030,neutral
1031,neutral
1032,sadness
1033,neutral
1034,neutral
1035,joy
1036,joy
1037,neutral
1038,neutral
1039,sadness
1040,joy
1041,neutral
1042,neutral
1043,neutral
1044,joy
1045,joy
1046,surprise
1047,joy
1048,neutral
1049,neutral
1050,neutral
1051,anger
1052,surprise
1053,neutral
1054,neutral
1055,neutral
1056,anger
1057,neutral
1058,neutral
1059,neutral
1060,neutral
1061,neutral
1062,neutral
1063,neutral
1064,joy
1065,joy
1066,joy
1067,neutral
1068,neutral
1069,neutral
1070,surprise
1071,surprise
1072,neutral
1073,neutral
1074,neutral
1075,surprise
1076,joy
1077,neutral
1078,neutral
1079,neutral
1080,anger
1081,neutral
1082,neutral
1083,neutral
1084,neutral
1085,neutral
1086,neutral
1087,neutral
1088,neutral
1089,neutral
1090,neutral
1091,joy
1092,surprise
1093,neutral
1094,neutral
1095,neutral
1096,neutral
1097,neutral
1098,neutral
1099,joy
1100,sadness
1101,neutral
1102,neutral
1103,neutral
1104,sadness
1105,neutral
1106,neutral
1107,neutral
1108,neutral
1109,neutral
1110,neutral
1111,sadness
1112,surprise
1113,joy
1114,surprise
1115,neutral
1116,neutral
1117,sadness
1118,neutral
1119,neutral
1120,neutral
1121,neutral
1122,surprise
1123,neutral
1124,neutral
1125,neutral
1126,neutral
1127,neutral
1128,neutral
1129,neutral
1130,neutral
1131,neutral
1132,joy
1133,neutral
1134,neutral
1135,sadness
1136,neutral
1137,joy
1138,joy
1139,joy
1140,neutral
1141,neutral
1142,neutral
1143,neutral
1144,neutral
1145,neutral
1146,neutral
1147,surprise
1148,surprise
1149,neutral
1150,neutral
1151,neutral
1152,neutral
1153,neutral
1154,neutral
1155,joy
1156,joy
1157,anger
1158,anger
1159,anger
1160,joy
1161,neutral
1162,anger
1163,neutral
1164,sadness
1165,neutral
1166,sadness
1167,neutral
1168,anger
1169,neutral
1170,neutral
1171,anger
1172,anger
1173,neutral
1174,anger
1175,neutral
1176,anger
1177,neutral
1178,joy
1179,neutral
1180,neutral
1181,surprise
1182,neutral
1183,neutral
1184,neutral
1185,neutral
1186,neutral
1187,neutral
1188,anger
1189,surprise
1190,joy
1191,anger
1192,neutral
1193,surprise
1194,neutral
1195,neutral
1196,neutral
1197,neutral
1198,neutral
1199,neutral
1200,surprise
1201,neutral
1202,joy
1203,neutral
1204,sadness
1205,joy
1206,neutral
1207,neutral
1208,joy
1209,neutral
1210,neutral
1211,joy
1212,neutral
1213,joy
1214,neutral
1215,neutral
1216,joy
1217,joy
1218,anger
1219,neutral
1220,joy
1221,neutral
1222,surprise
1223,neutral
1224,surprise
1225,joy
1226,neutral
1227,joy
1228,sadness
1229,neutral
1230,neutral
1231,neutral
1232,neutral
1233,anger
1234,joy
1235,sadness
1236,neutral
1237,joy
1238,neutral
1239,joy
1240,joy
1241,neutral
1242,sadness
1243,neutral
1244,neutral
1245,anger
1246,neutral
1247,surprise
1248,neutral
1249,anger
1250,joy
1251,neutral
1252,surprise
1253,neutral
1254,neutral
1255,surprise
1256,neutral
1257,neutral
1258,neutral
1259,neutral
1260,neutral
1261,anger
1262,joy
1263,neutral
1264,joy
1265,joy
1266,anger
1267,neutral
1268,surprise
1269,surprise
1270,neutral
1271,neutral
1272,neutral
1273,joy
1274,joy
1275,neutral
1276,joy
1277,neutral
1278,neutral
1279,neutral
1280,neutral
1281,neutral
1282,neutral
1283,surprise
1284,joy
1285,neutral
1286,joy
1287,neutral
1288,neutral
1289,joy
1290,surprise
1291,surprise
1292,surprise
1293,neutral
1294,surprise
1295,surprise
1296,neutral
1297,neutral
1298,neutral
1299,neutral
1300,neutral
1301,joy
1302,neutral
1303,neutral
1304,neutral
1305,neutral
1306,neutral
1307,neutral
1308,neutral
1309,surprise
1310,surprise
1311,neutral
1312,surprise
1313,joy
1314,anger
1315,sadness
1316,neutral
1317,joy
1318,neutral
1319,neutral
1320,anger
1321,joy
1322,anger
1323,neutral
1324,neutral
1325,sadness
1326,anger
1327,joy
1328,surprise
1329,neutral
1330,anger
1331,neutral
1332,neutral
1333,neutral
1334,joy
1335,joy
1336,joy
1337,neutral
1338,neutral
1339,neutral
1340,neutral
1341,neutral
1342,neutral
1343,surprise
1344,sadness
1345,joy
1346,joy
1347,surprise
1348,anger
1349,anger
1350,joy
1351,neutral
1352,anger
1353,neutral
1354,neutral
1355,neutral
1356,neutral
1357,neutral
1358,neutral
1359,neutral
1360,neutral
1361,neutral
1362,sadness
1363,neutral
1364,neutral
1365,neutral
1366,neutral
1367,neutral
1368,neutral
1369,neutral
1370,neutral
1371,neutral
1372,neutral
1373,neutral
1374,neutral
1375,joy
1376,joy
1377,joy
1378,neutral
1379,neutral
1380,surprise
1381,neutral
1382,neutral
1383,neutral
1384,neutral
1385,neutral
1386,neutral
1387,sadness
1388,anger
1389,neutral
1390,neutral
1391,anger
1392,joy
1393,anger
1394,anger
1395,neutral
1396,neutral
1397,neutral
1398,neutral
1399,neutral
1400,neutral
1401,neutral
1402,surprise
1403,neutral
1404,neutral
1405,neutral
1406,joy
1407,neutral
1408,neutral
1409,neutral
1410,anger
1411,joy
1412,joy
1413,joy
1414,surprise
1415,joy
1416,anger
1417,neutral
1418,neutral
1419,surprise
1420,anger
1421,surprise
1422,neutral
1423,neutral
1424,neutral
1425,neutral
1426,neutral
1427,sadness
1428,sadness
1429,joy
1430,neutral
1431,neutral
1432,neutral
1433,joy
1434,surprise
1435,neutral
1436,neutral
1437,neutral
1438,neutral
1439,joy
1440,neutral
1441,joy
1442,neutral
1443,neutral
1444,sadness
1445,neutral
1446,neutral
1447,neutral
1448,neutral
1449,neutral
1450,anger
1451,neutral
1452,surprise
1453,surprise
1454,neutral
1455,joy
1456,joy
1457,surprise
1458,neutral
1459,anger
1460,neutral
1461,surprise
1462,neutral
1463,anger
1464,neutral
1465,joy
1466,sadness
1467,joy
1468,surprise
1469,neutral
1470,neutral
1471,neutral
1472,neutral
1473,joy
1474,neutral
1475,neutral
1476,neutral
1477,neutral
1478,neutral
1479,anger
1480,neutral
1481,neutral
1482,neutral
1483,joy
1484,anger
1485,neutral
1486,neutral
1487,joy
1488,neutral
1489,neutral
1490,surprise
1491,anger
1492,anger
1493,neutral
1494,surprise
1495,neutral
1496,surprise
1497,joy
1498,joy
1499,joy
1500,joy
1501,surprise
1502,neutral
1503,surprise
1504,neutral
1505,neutral
1506,neutral
1507,neutral
1508,joy
1509,neutral
1510,surprise
1511,neutral
1512,anger
1513,neutral
1514,neutral
1515,neutral
1516,neutral
1517,anger
1518,surprise
1519,neutral
1520,joy
1521,neutral
1522,sadness
1523,sadness
1524,neutral
1525,neutral
1526,anger
1527,neutral
1528,sadness
1529,neutral
1530,neutral
1531,neutral
1532,neutral
1533,neutral
1534,anger
1535,neutral
1536,neutral
1537,joy
1538,joy
1539,sadness
1540,neutral
1541,neutral
1542,joy
1543,neutral
1544,surprise
1545,neutral
1546,neutral
1547,joy
1548,neutral
1549,surprise
1550,anger
1551,anger
1552,anger
1553,neutral
1554,neutral
1555,surprise
1556,neutral
1557,neutral
1558,anger
1559,neutral
1560,joy
1561,sadness
1562,neutral
1563,neutral
1564,neutral
1565,neutral
1566,neutral
1567,neutral
1568,neutral
1569,neutral
1570,neutral
1571,anger
1572,neutral
1573,neutral
1574,joy
1575,neutral
1576,neutral
1577,neutral
1578,neutral
1579,anger
1580,joy
1581,neutral
1582,joy
1583,surprise
1584,joy
1585,joy
1586,joy
1587,joy
1588,neutral
1589,joy
1590,neutral
1591,joy
1592,neutral
1593,joy
1594,anger
1595,neutral
1596,neutral
1597,neutral
1598,neutral
1599,joy
1600,neutral
1601,anger
1602,neutral
1603,neutral
1604,joy
1605,neutral
1606,neutral
1607,neutral
1608,neutral
1609,neutral
1610,neutral
1611,surprise
1612,neutral
1613,sadness
1614,neutral
1615,neutral
1616,neutral
1617,sadness
1618,neutral
1619,joy
1620,neutral
1621,neutral
1622,anger
1623,neutral
1624,surprise
1625,neutral
1626,neutral
1627,neutral
1628,neutral
1629,neutral
1630,neutral
1631,neutral
1632,neutral
1633,neutral
1634,neutral
1635,neutral
1636,neutral
1637,neutral
1638,neutral
1639,neutral
1640,neutral
1641,neutral
1642,joy
1643,neutral
1644,neutral
1645,neutral
1646,neutral
1647,neutral
1648,neutral
1649,joy
1650,sadness
1651,joy
1652,sadness
1653,sadness
1654,joy
1655,joy
1656,neutral
1657,joy
1658,neutral
1659,neutral
1660,neutral
1661,neutral
1662,neutral
1663,neutral
1664,neutral
1665,surprise
1666,neutral
1667,joy
1668,joy
1669,surprise
1670,neutral
1671,joy
1672,neutral
1673,surprise
1674,neutral
1675,neutral
1676,joy
1677,joy
1678,joy
1679,surprise
1680,joy
1681,anger
1682,anger
1683,neutral
1684,neutral
1685,joy
1686,joy
1687,anger
1688,anger
1689,neutral
1690,anger
1691,joy
1692,joy
1693,anger
1694,neutral
1695,neutral
1696,neutral
1697,joy
1698,joy
1699,surprise
1700,joy
1701,neutral
1702,neutral
1703,neutral
1704,surprise
1705,joy
1706,neutral
1707,surprise
1708,joy
1709,neutral
1710,neutral
1711,neutral
1712,neutral
1713,neutral
1714,neutral
1715,neutral
1716,neutral
1717,neutral
1718,neutral
1719,joy
1720,joy
1721,joy
1722,neutral
1723,neutral
1724,neutral
1725,neutral
1726,neutral
1727,neutral
1728,neutral
1729,neutral
1730,anger
1731,joy
1732,neutral
1733,neutral
1734,neutral
1735,surprise
1736,anger
1737,joy
1738,neutral
1739,neutral
1740,neutral
1741,neutral
1742,joy
1743,neutral
1744,neutral
1745,neutral
1746,surprise
1747,joy
1748,neutral
1749,neutral
1750,neutral
1751,joy
1752,joy
1753,joy
1754,neutral
1755,neutral
1756,neutral
1757,joy
1758,surprise
1759,neutral
1760,neutral
1761,neutral
1762,joy
1763,joy
1764,anger
1765,joy
1766,neutral
1767,joy
1768,joy
1769,neutral
1770,neutral
1771,neutral
1772,neutral
1773,neutral
1774,neutral
1775,anger
1776,neutral
1777,surprise
1778,neutral
1779,neutral
1780,neutral
1781,neutral
1782,neutral
1783,joy
1784,neutral
1785,neutral
1786,neutral
1787,neutral
1788,joy
1789,joy
1790,joy
1791,neutral
1792,joy
1793,neutral
1794,surprise
1795,neutral
1796,neutral
1797,neutral
1798,neutral
1799,neutral
1800,neutral
1801,neutral
1802,neutral
1803,surprise
1804,neutral
1805,neutral
1806,neutral
1807,neutral
1808,neutral
1809,neutral
1810,neutral
1811,anger
1812,sadness
1813,surprise
1814,neutral
1815,joy
1816,neutral
1817,neutral
1818,neutral
1819,neutral
1820,neutral
1821,joy
1822,neutral
1823,joy
1824,neutral
1825,neutral
1826,neutral
1827,neutral
1828,joy
1829,neutral
1830,neutral
1831,neutral
1832,neutral
1833,surprise
1834,neutral
1835,joy
1836,neutral
1837,neutral
1838,neutral
1839,neutral
1840,surprise
1841,neutral
1842,neutral
1843,neutral
1844,neutral
1845,neutral
1846,surprise
1847,neutral
1848,neutral
1849,neutral
1850,neutral
1851,neutral
1852,joy
1853,anger
1854,sadness
1855,neutral
1856,neutral
1857,surprise
1858,neutral
1859,joy
1860,anger
1861,neutral
1862,neutral
1863,neutral
1864,neutral
1865,neutral
1866,neutral
1867,neutral
1868,neutral
1869,neutral
1870,neutral
1871,neutral
1872,neutral
1873,neutral
1874,joy
1875,anger
1876,joy
1877,joy
1878,joy
1879,neutral
1880,neutral
1881,neutral
1882,neutral
1883,neutral
1884,anger
1885,neutral
1886,neutral
1887,neutral
1888,neutral
1889,surprise
1890,neutral
1891,neutral
1892,joy
1893,neutral
1894,neutral
1895,neutral
1896,joy
1897,neutral
1898,neutral
1899,neutral
1900,joy
1901,joy
1902,neutral
1903,joy
1904,joy
1905,joy
1906,neutral
1907,neutral
1908,neutral
1909,neutral
1910,neutral
1911,joy
1912,neutral
1913,neutral
1914,neutral
1915,neutral
1916,neutral
1917,neutral
1918,neutral
1919,neutral
1920,neutral
1921,neutral
1922,neutral
1923,neutral
1924,joy
1925,neutral
1926,neutral
1927,joy
1928,joy
1929,neutral
1930,neutral
1931,neutral
1932,anger
1933,neutral
1934,neutral
1935,neutral
1936,neutral
1937,neutral
1938,neutral
1939,neutral
1940,neutral
1941,sadness
1942,neutral
1943,joy
1944,neutral
1945,joy
1946,neutral
1947,neutral
1948,neutral
1949,joy
1950,joy
1951,joy
1952,neutral
1953,neutral
1954,neutral
1955,neutral
1956,neutral
1957,neutral
1958,neutral
1959,joy
1960,neutral
1961,joy
1962,joy
1963,neutral
1964,neutral
1965,neutral
1966,surprise
1967,neutral
1968,neutral
1969,neutral
1970,neutral
1971,surprise
1972,neutral
1973,anger
1974,joy
1975,joy
1976,neutral
1977,anger
1978,neutral
1979,surprise
1980,surprise
1981,joy
1982,neutral
1983,neutral
1984,neutral
1985,neutral
1986,neutral
1987,neutral
1988,joy
1989,neutral
1990,neutral
1991,neutral
1992,neutral
1993,neutral
1994,neutral
1995,joy
1996,neutral
1997,surprise
1998,neutral
1999,neutral
2000,neutral
2001,neutral
2002,surprise
2003,neutral
2004,neutral
2005,sadness
2006,joy
2007,joy
2008,joy
2009,neutral
2010,neutral
2011,neutral
2012,neutral
2013,sadness
2014,surprise
2015,surprise
2016,neutral
2017,neutral
2018,neutral
2019,neutral
2020,neutral
2021,surprise
2022,surprise
2023,neutral
2024,neutral
2025,anger
2026,anger
2027,anger
2028,joy
2029,joy
2030,joy
2031,joy
2032,neutral
2033,joy
2034,neutral
2035,neutral
2036,neutral
2037,neutral
2038,surprise
2039,neutral
2040,neutral
2041,neutral
2042,neutral
2043,joy
2044,neutral
2045,neutral
2046,neutral
2047,neutral
2048,neutral
2049,neutral
2050,neutral
2051,joy
2052,joy
2053,neutral
2054,neutral
2055,neutral
2056,neutral
2057,neutral
2058,neutral
2059,neutral
2060,anger
2061,neutral
2062,neutral
2063,neutral
2064,surprise
2065,joy
2066,joy
2067,neutral
2068,neutral
2069,neutral
2070,neutral
2071,neutral
2072,neutral
2073,neutral
2074,neutral
2075,neutral
2076,anger
2077,sadness
2078,neutral
2079,neutral
2080,sadness
2081,neutral
2082,surprise
2083,anger
2084,neutral
2085,neutral
2086,neutral
2087,neutral
2088,surprise
2089,anger
2090,neutral
2091,joy
2092,neutral
2093,sadness
2094,neutral
2095,neutral
2096,neutral
2097,neutral
2098,neutral
2099,anger
2100,anger
2101,joy
2102,neutral
2103,neutral
2104,neutral
2105,joy
2106,joy
2107,neutral
2108,anger
2109,neutral
2110,neutral
2111,surprise
2112,neutral
2113,neutral
2114,neutral
2115,neutral
2116,neutral
2117,joy
2118,joy
2119,neutral
2120,sadness
2121,neutral
2122,joy
2123,anger
2124,joy
2125,neutral
2126,neutral
2127,neutral
2128,neutral
2129,joy
2130,surprise
2131,neutral
2132,anger
2133,anger
2134,anger
2135,anger
2136,neutral
2137,surprise
2138,surprise
2139,sadness
2140,neutral
2141,neutral
2142,neutral
2143,neutral
2144,neutral
2145,neutral
2146,neutral
2147,joy
2148,joy
2149,neutral
2150,neutral
2151,neutral
2152,neutral
2153,surprise
2154,neutral
2155,joy
2156,neutral
2157,joy
2158,sadness
2159,neutral
2160,neutral
2161,neutral
2162,joy
2163,joy
2164,neutral
2165,neutral
2166,neutral
2167,neutral
2168,neutral
2169,neutral
2170,neutral
2171,neutral
2172,sadness
2173,neutral
2174,neutral
2175,neutral
2176,neutral
2177,neutral
2178,neutral
2179,neutral
2180,neutral
2181,neutral
2182,sadness
2183,neutral
2184,neutral
2185,neutral
2186,sadness
2187,neutral
2188,neutral
2189,neutral
2190,neutral
2191,surprise
2192,neutral
2193,neutral
2194,neutral
2195,neutral
2196,neutral
2197,surprise
2198,neutral
2199,anger
2200,surprise
2201,neutral
2202,neutral
2203,surprise
2204,joy
2205,joy
2206,surprise
2207,joy
2208,joy
2209,neutral
2210,surprise
2211,joy
2212,anger
2213,sadness
2214,surprise
2215,anger
2216,anger
2217,joy
2218,neutral
2219,joy
2220,joy
2221,neutral
